SongNumber,SongID,ArtistFamiliarity,ArtistHotness,ArtistID,ArtistLocation,ArtistName,AlbumName,AlbumID,SongHotness,Title,Danceability,Duration,Energy,KeySignature,KeySignatureConfidence,Loudness,Mode,Tempo,TimeSignature,TimeSignatureConfidence,Year
5496,SOSXZDI12A6D4FD20F,0.510798011,0.352235517,ARKRQSV1187B99FB13,Memphis TN,Deborah Allen,That Good Old Gospel Music_ Volume 1,239965,0,In The Sweet By And By,0,172.48608,0,9,0.854,-15.581,1,89.972,3,1,0
5497,SOJJATE12A8AE46A59,0.558878292,0.388939766,ARTTFAQ1187B98E4FA,,Kiprich,Riddim Driven - Bad Bargain,705010,nan,Dash Way Belly,0,188.99546,0,2,0.256,-6.734,1,176.022,4,0.711,0
5498,SOSHUVD12A6701F8F9,0.865021512,0.916053228,ARJ7KF01187B98D717,,Coldplay,Speed Of Sound,11486,0.454042766,Speed Of Sound (Live),0,285.04771,0,11,0.687,-5.367,0,122.94,4,1,2005
5499,SOSJQVT12A81C21546,0.464210983,0,ARAWBUP1187B9B93FC,Arkansas,Casey Bill Weldon,Casey Bill Weldon Vol. 2 1936-1937,179192,nan,I'se Just A Bad Luck Man,0,202.78812,0,10,0.691,-17.7,1,88.154,1,0,0
5500,SOKNTEW12AB01821EE,0.233787991,0,ARJTZHH11F4C83C530,,Carmen Y Laura,The Complete Discos Ideal Recordings_ Vol. 1,648863,0,Destino Ingrato,0,174.70649,0,7,0.737,-10.274,1,85.216,1,0,0
5501,SOYDXZM12AB0186736,0.642870713,0.463391452,AR0N8D61187FB3D0D6,Bergen Norway,Kaizers Orchestra,Evig Pint,651359,nan,Container,0,139.88526,0,11,0.127,-4.894,1,137.766,4,0.085,2003
5502,SOXQELE12AB01865A3,0.423401377,0.375652824,ARCII0J1187FB3A1B4,New York City New York,The Marx Brothers,Ciné-Stars: The Marx Brothers,813097,nan,Un jour au Cirque: Two Blind Loves,0,142.94159,0,9,0.167,-11.371,1,81.035,7,0.421,0
5503,SOQIVDD12AB018A979,0.773491324,0.500459151,ARJ8PZJ1187B99314F,Seattle Washington,Aiden,From Hell...With Love,774026,0.525580553,We Sleep Forever [Live],0,281.46893,0,9,0,-7.215,0,138.417,5,0.791,0
5504,SOCOLEP12A6D4F8825,0.450645997,0.331534751,ARQ91R31187FB38A88,Niagra KY,Grandpa Jones,Country Music Hall Of Fame Series: Grandpa Jones,53595,nan,All American Boy,0,159.60771,0,4,0.662,-11.868,1,177.752,4,0.385,0
5505,SOCEOAD12A5891FA33,0.658349215,0.396963184,ARY2ZUX1187B9A266C,San Francisco CA,Miguel Migs,Colorful You,27428,0.565451012,The One,0,284.60363,0,11,0.252,-6.308,0,104.988,4,0.664,2002
5506,SOEYCQK12AB018A271,0.400454395,0.342883867,ARSPIHU1187B99DDD8,San Francisco CA,Protein,Süss,721652,0,Karottensaft,0,214.09914,0,2,0.614,-15.299,1,126.011,4,1,0
5507,SOVVYPN12A8C1435D7,0.495559652,0.349192218,AR3WMW01187B9921F7,,Schizoid,Static Dynamics,475877,nan,Ruby Marlowe,0,260.23138,0,1,0.164,-17.838,1,96.366,3,1,0
5508,SODRHUY12A6D4F79D6,0.599464763,0.392747311,ARRSIQ11187B98F216,LOS ANGELES CALIFORNIA,Kevin Max,Holy Night,80230,nan,I Saw Three Ships,0,113.00526,0,8,0.347,-11.333,1,114.209,3,1,0
5509,SOZFFKS12A8C13886B,0.527339183,0.310556083,ARUP17W1187B98CAB9,Chuckatuck VA,Charlie Byrd,The Best of the Jazz Guitar,257240,0,Chim Chim Cheree,0,471.43138,0,11,0.468,-17.502,1,82.039,1,0.206,1989
5510,SOQFITU12AB01832C8,0.827776802,0.537799608,ARI7DOB1187FB37AA4,London England,Bloc Party,Sellout Sessions 03,624626,nan,One More Chance,0,166.26893,0,9,0.536,-6.78,0,127.154,4,0.747,2009
5511,SOJJHGQ12A67020F5D,0.589571947,0.386116908,ARGYEJV1187FB567B5,,George Huff,My Christmas EP!,7069,0.262651205,Have Yourself A Merry Little Christmas (LP Version),0,249.49506,0,7,0.61,-11.08,1,183.205,3,0.829,0
5512,SOLZOBD12AB0185720,0.856448924,0.854637828,ARPDVPJ1187B9ADBE9,Atlanta GA,Usher,Raymond v Raymond,763964,0.785679587,Hey Daddy (Daddy's Home),0,224.10404,0,11,0.372,-4.328,1,95.998,4,1,2010
5513,SOUHRVJ12A6D4FADD7,0.556807655,0.38222949,AR6FS351187B9892B7,Glasgow Scotland,Midge Ure,Move Me+,63694,0,Four,0,287.52934,0,2,0.56,-4.727,1,97.982,4,0.373,0
5514,SOPJSAG12AC468ADAF,0.653937821,0.396855869,ARMD0G81187B99A519,,Vickie Winans,Vicki Winans,688737,nan,Stand Up and Praise Him,0,299.36281,0,5,0.375,-8.375,0,113.894,4,0.456,0
5515,SONPSZT12AC3DF9942,0.547801656,0.369470511,ARKO7AO1187FB5664B,,Tin Hat Trio,The Rodeo Eroded,603826,0.544575869,Willow Weep For Me (With Willie Nelson),0,276.58404,0,5,0.747,-12.614,1,91.681,3,0.828,2002
5516,SOGLHVX12AB018610A,0.508971308,0.34209665,ARWDP431187FB56492,,Spinal Tap,Back From the Dead,515294,0.265861049,Big Bottom,0,218.20036,0,10,0.021,-7.643,1,112.06,4,0,1984
5517,SOORFHT12A6D4F7C2D,0.600091524,0.475834302,ARWJAQ81187FB46F73,Timişoara,Negura Bunget,OM,81232,nan,Al Doilea Om,0,123.66322,0,2,0.026,-19.586,1,127.719,4,0,2006
5518,SOJTMTU12A81C208E7,0.52607728,0.374560253,AR4MCB01187B98BF5C,,Atman,Eternal Dance II,553081,0.619560289,Govinda,0,394.86649,0,6,0.011,-8.595,1,125.374,5,0.711,1997
5519,SOKPXQU12AB0187ED6,0.609816403,0.560380805,AR4B3RX1187B9A868A,,Alexandre Desplat,The Ghost Writer,757828,0.483977246,Hidden Documents,0,128.62649,0,5,0.02,-30.18,1,91.954,4,0.466,2010
5520,SOZBFOF12A58839323,0.742963152,0.453391186,ARYPWUK1187B98ACED,Norway,Emperor,Anthems To The Welkin At Dusk,11857,0.62921271,Al Svartr (The Oath),0,258.35057,0,4,0.016,-11.164,0,116.171,7,0.9,0
5521,SOMOUQV12A6701CD7B,0.88792045,0.647224724,ARN5NHX1187FB4F755,Chicago IL,The Smashing Pumpkins,Rotten Apples_ The Smashing Pumpkins Greatest Hits,10172,0.668419369,Real Love,0,249.62567,0,2,0.412,-4.673,1,152.999,4,1,2000
5522,SOEDYBF12AF72A3AFF,0.716101705,0.514523378,AR6I54S1187FB48C6B,Old Town ME,Patty Griffin,Flaming Red,15756,0.513106418,Flaming Red,0,134.05995,0,10,0.105,-6.376,0,124.794,4,0.697,1998
5523,SOVVDVO12A8C14215D,0.917863906,0.908202619,ARKU3Z61187FB51DCA,St Michael Barbados ,Rihanna,We Ride,309474,nan,We Ride,0,237.87057,0,5,0.158,-6.131,0,99.989,1,1,2006
5524,SOWCRYD12A6D4F6B70,0.677016696,0.490034461,AR336PG1187FB3DC6E,Manchester England,Oceansize,New Pin,30491,0.638877876,New Pin (edit),0,249.93914,0,2,0.355,-8.08,1,118.049,4,0.759,2005
5525,SOBUQFN12AB018DDCA,0.491223708,0.271434252,ARF6FRI1187B99A934,,Head Horny's,Pray - Single,759941,nan,Pray (Instrumental Version),0,392.56771,0,1,0.478,-9.405,1,148.14,4,0.34,0
5526,SOOQJNQ12AB01879EB,0.447064074,0.362693206,ARCCNIT12802FDF57B,,Daan Junior,Dim sa w vle,816178,0.305992887,Tout moun sou do,0,413.49179,0,11,0.018,-5.366,0,96.005,4,1,0
5527,SOJUAMH12AB0184EE1,0.482148325,0.344198187,ARFCOGY1187FB454B4,Detroit MI,The Winans,Great Family of Gospel,335830,0.503381236,This Train,0,238.65424,0,0,0.049,-8.071,1,105.99,4,0.893,0
5528,SOFTBKK12AB018816C,0.729212274,0.481339309,ARVUN5F1187FB4CCC7,Kingston Jamaica,Beenie Man,Soca Rumble in the Cave,573742,nan,Million Gal,0,200.09751,0,11,0.591,-9.708,0,95.697,4,1,0
5529,SOOUFTE12AB0183D19,0.46139436,0.32576718,ARRX4FO1187FB58DD6,Jacksonville FL,Jackie Davis,Ultra-Lounge / Organs In Orbit  Volume Eleven,516244,0.585979766,Love Is Just Around The Corner (1996 Digital Remaster),0,166.39955,0,0,0.208,-16.422,0,134.3,4,0,0
5530,SOTRBLK12A8C14334E,0.542232717,0.341544413,AR78WG01187B98E404,Santiago de los Caballeros Domin,Johnny Pacheco,Early Rhythms,372029,nan,Mi Musica Es Para Ti - Original,0,183.35302,0,0,0.296,-13.266,0,116.862,4,0.405,0
5531,SOPQZOX12AB01849EA,0.699262056,0.47594129,AR2SMD91187B9B0582,Boston MA,Mighty Mighty Bosstones,More Noise And Other Disturbances,511275,0.487112195,They Came To Boston,0,211.33016,0,9,0.721,-9.944,1,205.559,1,0,1992
5532,SOIIEVK12AB018A1B9,0.524265131,0.372232889,AR7ZKHQ1187B98DD73,,Glad,The A Capella Project II,581883,0,My Jesus_ I Love Thee,0,211.69587,0,2,0.126,-16.705,1,52.464,7,0.925,0
5533,SOJWFHX12AB0188571,0.367255011,0.311615545,AR9HQ6Y1187FB3C2CB,,Orlando Pops Orchestra,50 Best Of Big Band,760500,nan,Strangers In The Night,0,207.67302,0,11,0.582,-11.954,1,80.188,1,0.714,0
5534,SOCSJFL12AB018E42A,0.471357978,0.283027089,ARJMGMP124BAE72D46,,Gerald Clayton,Two-Shade,580521,0.253834736,Two Heads One Pillow,0,384.15628,0,10,0.249,-14.153,1,95.938,1,0.018,2009
5535,SOBHTKX12AB01881B6,0.548672436,0.358500923,ARGDY4Y1187B9A334F,,Pyranja,Nie Wieder,714552,nan,Nie Wieder (Live Version),0,167.54893,0,4,0.449,-5.907,0,68.86,1,0.996,2006
5536,SOKUHDB12AB018135A,0.690626256,0.42080185,ARHL8SP1187B98F8A3,Virginia,Sick Of It All,Live In A Dive,558396,nan,Sanctuary,0,109.00853,0,7,0.056,-3.904,1,196.327,4,0,1999
5537,SOZFLNZ12AC46875B7,0.364968696,0.221851732,AROSH7P1187B9B4D11,,Van Gelder,Saints & Sinners,782283,nan,Saints & Sinners,0,474.61832,0,9,0.529,-7.234,0,209.752,4,0,0
5538,SOQESCO12A8C14431E,0.363475535,0,ARBY23A1187B9A82E4,,Naseebo Lal,Dukhi Dil Mera,475979,nan,Pehle To Kabhi Gham Tha,0,398.0273,0,11,0.062,-12.411,0,88.014,3,0.67,0
5539,SOORODQ12A8C13C342,0.697113663,0.518784102,ARTXGGI1187B9B3D58,Davis CA,Blackalicious,The Craft,204367,0.721502075,World Of Vibrations (Album Version),0,302.94159,0,8,0.309,-7.625,1,116.682,5,1,2005
5540,SODRDRJ12A8C14289E,0.545435239,0.387635478,ARQ9BO41187FB5CF1F,Pennsylvania,John Davis & Emma Doyle,Santa Claus Is Coming To Town,748222,0,Mary's Boy Child,0,184.86812,0,4,0.743,-13.751,1,120.026,4,0.241,0
5541,SOLFKYA12A8C13B082,0.587594371,0.468158756,ARLF0QY1187FB4FDCC,Oxford England,Heavenly,Le Jardin De Heavenly,216824,0.471971172,Smile,0,234.60526,0,2,0.757,-8.339,1,69.965,4,0,1992
5542,SOMIDHA12A8C132C67,0.508124534,0.360425106,ARSZVAK1187FB4A9F0,,Richie Ray & Bobby Cruz,A life time of Hits.. (Live At Centro De Bellas Artes_ San Juan_ Puerto Rico.),194915,nan,Guaguanco Raro,0,418.53342,0,10,0.752,-7.616,0,105.75,4,0.352,1970
5543,SOOJJQO12A6D4FB913,0.475457701,0.309139497,ARHDHOX122988F500E,,Hot Club Of Detroit,Jazz Yule Love II,228390,nan,God Rest Ye Merry Gentlemen,0,371.04281,0,2,0.63,-18.226,0,124.122,1,0.343,0
5544,SOSDNTQ12AB018A319,0.417216442,0.329432664,ARIFOQ6119B866970E,,The Fontane Sisters,Best of 40's and 50's_ Vol. 66,750574,0,The Tennessee Waltz,0,149.99465,0,6,0.527,-12.442,1,86.464,4,0,0
5545,SOIXTNA12AC46882E8,0.562642008,0.446083935,ARHGGCU125FEF328D7,Los Angeles,Nick Jonas & The Administration,Who I Am,697378,0.822402885,State of Emergency,0,214.72608,0,4,0.641,-4.38,1,92.105,4,0.858,2010
5546,SOBAQDD12AB017B1F5,0.704682952,0.375955244,AR2B3VQ1187FB54129,Dallas TX,Jeff Johnson,The Art of Falling,532594,nan,Contours,0,433.97179,0,7,0.037,-15.382,1,42.486,4,0.552,0
5547,SOBBKSL12AB01852FE,0.221726078,0.282402199,ARSS1OZ1187FB54440,,Mons Leidvin Takle,Berøring,708945,nan,Ømhet,0,162.82077,0,2,0.252,-17.204,1,168.106,3,0.91,0
5548,SOCUPHK12A6D4FC491,0.572470888,0.424487599,ARNEL2O1187FB4421A,Houston MS,Bukka White,American Folk Blues Festival '72,63476,nan,Aberdeen Blues,0,150.04689,0,9,0.493,-14.166,1,101.772,4,0.775,0
5549,SOXXMWC12A67AD7296,0.683845007,0.454785379,ARKZ68G1187B98B189,Leeds England,Gang Of Four,A Brief History Of The 20th Century,16298,0.492398353,Is It Love,0,273.99791,0,1,0.51,-17.763,1,117,4,0.783,1983
5550,SOPAKPP12AB017DC35,0.517565019,0.333461344,AR3OSJM1187B98B95B,,Peter Hunnigale,Reggae Max - Part 2,345834,nan,Ordinary Lives,0,228.10077,0,9,0.145,-7.103,0,168.049,4,0,0
5551,SOQFWBE12A8C1316AF,0.918451789,0.819588282,ARVG4OK1187B9B6BD3,,The Killers,Rock Hits Workout 45 Minute Continuous Fitness Music Mix. 114Bpm  152Bpm For Jogging_ Cycling_ Spin,144663,nan,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),0,527.98649,0,1,0.764,-8.361,1,134.02,4,0,2005
5552,SOZMELK12A8C143532,0.666522677,0.414079473,ARNFTGS1187B9A465F,California - LA,Circle Jerks,Group Sex,611163,0.746432679,Group Sex,0,63.52934,0,4,0.972,-8.562,1,162.384,1,0,1980
5553,SOQMCZO12A58A7ADAD,0.428300267,0.371237574,AR2G8UI1187FB3F33C,Knobel AK,Barbara Fairchild,Stories,342537,0,Jezebel,0,216.39791,0,8,0.547,-9.735,0,149.748,4,0.827,0
5554,SOOQDSE12AC468B61B,0.657566887,0.507625008,ARTBQTE1187B9B8A0F,Seattle WA,Candlebox,Into The Sun [Explicit],743807,nan,Breathe Me In,0,312.842,0,1,0.479,-5.968,0,130.35,4,0.757,2008
5555,SOUXTFR12A8C138871,0.543866302,0.393215104,ARUT16P1187FB532A4,Greenville MS,Tyrone Davis,Relaxin' With Tyrone,262373,0.334706549,Sugar Daddy,0,247.77098,0,10,0.024,-9.522,0,93.734,4,1,0
5556,SOCCMWP12A58A7919C,0.607615491,0.340915136,ARZQPE11187FB40939,,The Panic Channel,(ONe),41093,0.511424326,Said You'd Be,0,153.25995,0,2,0.505,-2.648,1,143.224,1,0,2006
5557,SOMPLTA12A58A7D02A,0.46689796,0.320165416,AR1JGQT1187FB56878,Rayne LA,Jo-El Sonnier,Cajun Hymns,266590,0.270242949,Precious Lord_ Take My Hand,0,214.282,0,0,1,-8.52,1,138.279,3,0.799,0
5558,SOYUULR12AF72AB86D,0.731839014,0.424940331,ARNPPTH1187B9AD429,Heston Middlesex England,Jimmy Page_ John Paul Jones_ Albert Lee_ Nicky Hopkins_ Big Jim Sullivan_ Clem Cattini_ Chris Hughes,No Introduction Necessary,141992,0.498170861,Livin' Lovin' Wreck,0,131.34322,0,10,0.613,-12.176,1,175.154,1,0,0
5559,SOZVRFB12A8C13A837,0.45660506,0.360744984,ARDXWVZ1187B9B52F1,New York,Michael Whalen,Great African Moments,160581,nan,Flamingos,0,95.11138,0,0,0.592,-23.212,1,180.825,4,0.685,0
5560,SOJSKZX12A58A7DE0E,0.403103659,0.275800303,AR8IS591187B9981AE,Zack AR,Elton Britt,Elton Britt: Ridin With Elton,199849,0,Little Silver Bells,0,132.85832,0,0,0.207,-13.616,0,139.56,7,0.134,0
5561,SOVEXXE12A8C134E83,0.649155774,0.345935702,ARZAHDN1187B9B4BED,Tennessee,Ice,N Ster Vir My,89640,nan,Under Attack,0,213.02812,0,7,0.272,-7.464,1,119.981,4,0.502,0
5562,SOOGEFW12A8C13538F,0.519740959,0.35471662,AR6TSMD1187FB5640F,,Jean Fauque,13 Aurores,257668,nan,Off The Record,0,219.01016,0,5,0.382,-13.528,0,112.015,3,0.698,0
5563,SOLDQVB12A58A7CA82,0.579439849,0.390981124,ARDK5LC1187B9AB681,Rosemark TN,"Bobby Blue"" Bland""",Blues At Midnight,254189,0,You Hit The Nail On The Head,0,346.8273,0,10,0.081,-9.64,1,90.102,7,0.932,0
5564,SOFRITM12A81C20954,0.840590438,0.546545162,AR7GUNF1187B990CCF,Charlotte NC,Between The Buried And Me,Colors,131598,0,Prequel To The Sequel (Album Version),0,516.62322,0,1,0.387,-5.954,1,132.949,3,0.879,2007
5565,SOYZHDL12AB01864AF,0.304565731,0.139889224,ARZTSMH122988F522A,,Reginaldo Bessa,Amor en Bossa Nova,714353,nan,Gosto de Você Demais,0,97.98485,0,5,0.046,-12.509,0,102.043,4,0.152,0
5566,SODAWDZ12A8AE47AD2,0.813013089,0.548533655,ARXDQJB1187FB57154,London England,Faithless,Faithless Live In Cannes EP,278919,nan,Drifting Away,0,247.14404,0,2,0.669,-7.387,0,125.063,4,0.595,1996
5567,SOMFTDQ12A58A7F989,0.623637624,0.418189947,AR8ANXA1187B98BFC3,Gothenburg Sweden,Hellsongs,Hymns In The Key Of 666,707505,0.592054388,Rock The Night,0,272.14322,0,4,0.319,-13.959,0,124.981,7,0.47,2008
5568,SOXSZBM12A8AE483AD,0.803721935,0.627765135,ARB054P1187B9AD32E,San Francisco California,Santana,Tropical Spirits Parts I & II,195420,0.415049772,Fried Neckbones And Home Fries,0,637.43955,0,11,0.516,-8.814,0,118.444,4,0,0
5569,SORAETJ12A58A7DAA3,0.580798778,0.389341752,ARMWZF41187FB387F9,Sledge MS,Charley Pride,Super Hits,295070,nan,(I'm So) Afraid Of Losing You Again,0,188.02893,0,4,0.958,-12.169,1,98.824,4,1,1970
5570,SOYKAIZ12A6D4F97B2,0.840432422,0.608849019,ARW1MUW1187FB4D5A1,Escatawpa MS,3 Doors Down,Another 700 Miles,46557,0.527818137,Duck And Run,0,278.90893,0,4,0.33,-3.863,0,85.787,4,1,1999
5571,SOFUIBH12A6D4F9C25,0.599536502,0.398349517,ARNUFGE1187B9B7881,New York NY [The Bronx],THE CHIFFONS,Sweet Talkin' Girls: The Best Of The Chiffons,43673,0.377531645,The Heavenly Place,0,143.882,0,8,0.526,-9.206,1,88.675,1,0,0
5572,SOURFOI12A58A7D7C3,0.410145992,0.310309149,AROQ9OT1187B99E88D,,Kékélé,Rumba Congo,259754,0.319565987,Likambo,0,219.8722,0,7,0.689,-11.008,1,111.997,4,0.343,2001
5573,SOMQNVZ12AC468A9AD,0.403103659,0.316486173,ARQDONM1187B9BA1AD,Clarksdale MS,Little Junior Parker,The Earls Of Duke,605772,nan,Please Baby Blues,0,160.78322,0,7,0.574,-6.506,1,80.498,4,1,0
5574,SOOMYIJ12A8C133601,0.525677566,0.377685192,ARCSZCY1187B991BA7,,Cybertribe,Sacred Memories,245380,0.461429091,Cry Of The Earth,0,387.97016,0,1,0.176,-12.068,0,160.011,4,0.76,1998
5575,SOMNBNO12A8C1430D2,0.547079111,0.41549335,AR07CRG1187FB594FA,,Seventh Star,The Undisputed Truth,771288,0.383934684,I Versus I,0,184.842,0,7,0.29,-4.684,1,114.594,4,0.997,2007
5576,SORABBL12A58A7C15E,0.899279599,0.579441938,AR1RMYB1187FB5A59E,California,Incubus,Live in Japan 2004,292223,nan,A Crow Left Of The Murder,0,227.73506,0,6,0.616,-5.606,0,88.753,4,0.373,2004
5577,SOKBEGN12A8C142678,0.69112438,0.501135553,ARPTZO31187B9AB533,Santa Barbara,Dishwalla,Live&Greetings From the Flow State,477629,0.682353618,Moisture,0,540.42077,0,11,0.653,-6.676,0,183.662,3,0.93,1995
5578,SOUOIBI12AC3DFB10A,0.613969622,0.445094799,ARM1UIH1187B9A5DE8,Toronto,Marco Polo,Shitzzo EP,683739,nan,Shitzzo,0,403.85261,0,6,0.247,-9.689,0,126.927,4,0.79,0
5579,SOHGXBL12AB0183D01,0.729212274,0.481339309,ARVUN5F1187FB4CCC7,Kingston Jamaica,Beenie Man,Stack and Pile,795337,0.215080319,Stack and Pile,0,201.97832,0,1,0.057,-3.669,1,69.594,3,1,0
5580,SOAFNMG12A8C136D00,0.379734512,0.3138661,ARY1P2B1187B9B78F5,,Mariano Yanani,Babies Go U2,154511,0.270746494,I Still Haven't Found What I'm Looking For,0,180.00934,0,1,1,-13.943,1,96.962,4,1,2003
5581,SOEMTZO12A8151DD78,0.453171007,0.3008559,ARHSAFX1187B98E89A,Texas,Brian Keane,Andy Warhol: A Documentary Film,229853,0,Dark Flashes,0,216.05832,0,0,0,-18.812,0,100.16,4,1,0
5582,SOLYPRP12AB017D90F,0.363475535,0,ARBY23A1187B9A82E4,,Naseebo Lal,Ek Pardesi,445166,nan,Ek Pardesi Di ,0,518.81751,0,10,0.744,-12.197,1,168.039,4,0.733,0
5583,SOKJDLN12AB01826D9,0.558481253,0.37632596,ARC1CJB1187B99FCA4,,Laurie Berkner,Buzz Buzz,632827,0.473346541,Ice Cream Cone,0,169.37751,0,0,0.753,-16.895,1,82.585,4,0.129,2001
5584,SOPMIMB12A8C13C87E,0.471929052,0.290513227,ARAPLFD1187B98DABD,Florida,Robin Fox,I See Stars - The Trance Album,259688,0.20655079,Wonderland,0,515.65669,0,7,0.73,-7.785,1,140.021,3,0.174,2001
5585,SONCWFW12A8AE4702B,0.630382334,0.454231157,AR7G5I41187FB4CE6C,London England,Adam Ant,Friend Or Foe,278975,nan,Goody Two Shoes,0,202.97098,0,9,0.617,-3.402,1,95.7,4,1,1982
5586,SOORKFA12AB01838BF,0.528527959,0.335677609,AR1DC0611A348EFB30,Sudbury Ontario - Canada,Statues,Aux,443355,0,Telecommunication,0,130.35057,0,11,0.075,-8.475,0,155.958,4,0.289,0
5587,SOOXMZO12A58A7D62F,0.510394807,0.302433565,AREZBYP122C86758CC,Houston TX,Rusted Shut,Rehab,230403,0.270775999,Borin Fuckin Town,0,296.80281,0,8,0.667,-10.374,1,102.072,7,0.786,0
5588,SOYFDYC12A6D4F921D,0.682101282,0.424108277,ARPATQ21187B9ACAFC,Manchester England,Happy Mondays,Squirrel And G-Man Twenty Four Hour Party People Plastic Face Carnt Smile,42205,0.504034341,Olive Oil,0,156.682,0,11,0.037,-13.229,1,129.282,1,0,1987
5589,SOECLAD12AAF3B120A,0.837947909,0.787679354,ARZENOX1187B98A645,Calcutta India,John Mayer,Room For Squares,483633,0.769132177,St. Patrick's Day,0,321.09669,0,9,0.605,-7.04,1,126.711,3,1,0
5590,SOGRYWN12AB018C335,0.464481282,0,ARDDHGI126E2B3AA76,,Pascal Sangla,Une petite pause,755756,nan,Assis par terre,0,333.76608,0,4,0.446,-10.621,1,89.977,4,0.295,2010
5591,SONGUIH12A6D4F9274,0.445858671,0.312044456,AR3AIEI1187B992D8D,Great Britain / UK,Marilyn Horne,Handel Edition Volume 4 - Samson_ Messiah & Arias from Rinaldo_ Serse etc,673371,nan,"Agrippina : Act 3 Bel piacere è godere fido amor!"" [Poppea]""",0,144.06485,0,5,0.452,-23.045,1,95.469,4,0.448,0
5592,SOKTJKI12A8C143254,0.908984296,0.562506672,ARBNXYA1187FB51C50,Puerto Rico,Daddy Yankee,Talento De Barrio,372523,0.774816244,Llamado De Emergencia,0,239.882,0,4,0.594,-4.335,0,195.985,4,0.971,2008
5593,SOEVMQS12A6D4F9A77,0.382546667,0.335138065,ARKYI5T1187B99334F,North Carolina,Janet Paschal,Songs For A Lifetime,43848,nan,He'll Deliver Me,0,219.92444,0,1,0.283,-7.104,0,105.994,4,0.606,0
5594,SOHUMGO12A58A7C8F5,0.649086013,0.492781168,ARODFDS1187FB57348,Niteroi Brazil,Sergio Mendes,WHAT THE WORLD NEEDS NOW IS BURT,31199,0.330234683,Don't Go Breaking My Heart (LP Version),0,152.29342,0,4,0.645,-13.205,0,130.892,4,0.336,0
5595,SOLWZMY12AB0182AAD,0.636423645,0.44793548,ARD842G1187B997376,Toronto Ontario Canada,Blue Rodeo,The Things We Left Behind,786902,nan,Million Miles,0,543.97342,0,7,0.611,-8.249,1,99.644,1,0.052,2009
5596,SOXNPFT12AB01859DA,0.641525136,0.387181942,ARA0YAE1187B9B1D16,North Carolina,John Brown,Suburban Empire,665484,0,She's On That Revivalism,0,107.49342,0,6,0.905,-3.682,1,108.176,4,1,0
5597,SOIOAIN12A58A7A9A5,0.830884642,0.776167742,AR633SY1187B9AC3B9,,Weezer,Raditude,623488,0.75626739,I Don't Want To Let You Go,0,228.44036,0,8,0.519,-10.571,1,122.852,4,1,2009
5598,SOHNBQM12A8C13FC8E,0.480708318,0.396070905,ARHDLVJ11F4C84797A,,Hadag Nahash,Hadag Nahash - LIVE,373037,nan,Aff E'chad (Nobody) (Live),0,216.92036,0,8,0.699,-3.956,0,187.893,1,0.557,0
5599,SOPNTAR12A6D4F7B7D,0.726298027,0.555414576,AR7Y6JX1187FB4D9B3,Washington D.C.,Bad Brains,Rock For Light,160699,nan,At The Movies (1991 Digital Remaster),0,136.38485,0,5,0,-9.233,0,127.157,4,0,1983
5600,SOTLZBK12A6D4F7E63,0.604825992,0.428162224,ARTE2FL1187FB51337,Raleigh NC,Lords Of The Underground,Here Come the Lords,27667,0.287418485,Check It (Explicit),0,264.69832,0,11,0.53,-8.611,0,99.058,4,1,1993
5601,SOVLVKM12AF72A05AC,0.847754656,0.494206855,ARJBWQI1187B9B17D1,Orlando FL,Trivium,Shogun,317615,nan,Into The Mouth Of Hell We March [Explicit],0,352.02567,0,4,0.414,-3.18,0,141.813,4,0.405,2008
5602,SOXNVHD12A8C13CD75,0.597113363,0.376556981,AR82GTS1187FB5662F,Ireland,Mary Black,25 Years/25 Songs,218508,0.334706549,Sweet Love,0,310.20363,0,2,0.035,-12.67,0,42.75,4,0,0
5603,SOCQLKZ12AB0183796,0.773491324,0.500459151,ARJ8PZJ1187B99314F,Seattle Washington,Aiden,Knives,461073,0.693947934,Black Market Hell,0,759.09179,0,2,0.548,-7.192,0,0,0,0,2009
5604,SOHLAGO12AB0188518,0.493926145,0.319626776,ARKC83D1187B9AB367,,Mark Lowry,Remotely Controlled,665953,nan,A Word From Deacon Jones [A Local Cable Access Ministry] (LP Version),0,60.31628,0,3,0.047,-14.848,0,77.069,5,0.5,0
5605,SOCKVDU12A58A7CB2B,0.58568315,0.360445766,AR78ZID1187B9B31ED,Jamaica,Mikey Dread,Jungle Signal,252719,nan,Rainbow Jungle (Dub / Instrumental Reggae Music),0,159.99955,0,9,0.677,-14.883,1,145.618,4,0.022,0
5606,SOVCDEV12A6D4FCD04,0.636109171,0.371573624,ARC4HSQ1187FB55940,,RyanDan,Ryan Dan,126786,0.710631125,Wind Beneath My Wings,0,255.76444,0,8,0.708,-9.81,1,142.196,4,0,2007
5607,SOULDME12AB01887C6,0.813013089,0.548533655,ARXDQJB1187FB57154,London England,Faithless,Ibiza 1991 - 2009,576089,nan,Salva Mea,0,221.98812,0,5,0.354,-9,0,128.067,4,0.005,1995
5608,SOFOHYX12A6D4F814D,0.748320703,0.545865917,AROF4LP1187FB41C51,Texas,Selena,Todos Mis Exitos Vol. 2,25407,0.345802234,Tu Robaste Mi Corazon,0,232.80281,0,10,0.828,-8.573,1,85.772,7,0.547,0
